名称,UP主,IP地址,视频摘要,网站,时间,观看次数,点赞数,收藏数,投币数,转发数
湘西苗鼓,彭南科,湖南,还原湘西苗鼓的制作过程,https://b23.tv/BV1ia4y1F74W,2023.07.10,2760321,256483,10493,41050,917
逛全球最大集市！中国人的砍价方式把老外整懵了....,中国BOY超级大猩猩,上海,教你在土耳其应该如何砍价,https://b23.tv/BV1oN411m7VA,2023.07.10,2429405,143461,17143,32943,2076
一口气看完『生化危机』全系列！6万字爽看12部的故事,修片狂魔,四川,酣畅淋漓！一次看完《生化危机》12部作品,https://b23.tv/BV1fg4y1c7Si,2023.07.10,1307107,86066,54323,32613,3613
以为是个鞋盒，结果是个王炸,小不明飞行物,北京,这是十七天能肝完的？！,https://b23.tv/BV1mW4y1f7KB,2023.07.10,1785314,192177,22171,66657,5160
道理我都懂 但规则就是用来打破的,腥味猫罐,上海,这还原度真是神了！,https://b23.tv/BV1bh4y1E7fM,2023.07.10,3035101,469551,146859,89747,23058
故宫人太多，不如自己在家造,苏清吾,浙江,什么？UP建了一个故宫风的亭子？,https://b23.tv/BV14g4y1w7sG,2023.07.10,1747048,238640,28191,87701,3992
我是一个普通的车间女工。,翠花不太脆,浙江,唱出悲壮的力量感,https://b23.tv/BV1Pk4y1K7eb,2023.07.10,1797381,212131,50445,59803,8420
华为登顶Nature，这一次和天气预报有关,风羽酱-sdk,浙江,启用AI来预测天气效果如何？,https://b23.tv/BV1mN411S7Cs,2023.07.10,996115,55721,8871,14401,9429
令北方朋友羡慕的广东蟑螂,幾加乘,广东,南方的蟑螂=全新物种,https://b23.tv/BV1dj411o7TY,2023.07.10,3179471,305713,32255,47872,52492
漫画感妈见不打的发尾染！！,三木叔,广东,想换发色的进来参考一下,https://b23.tv/BV1nX4y1e75U,2023.07.10,2209051,126147,12846,861,2043
甲方：全款撤回,毒影子,江苏,葫芦娃变黑熊精！,https://b23.tv/BV17V411u7ps,2023.07.10,8955933,190960,65580,9239,3818
今天又是乡村小院接待朋友的一天，你们也有那种撵也撵不走的朋友吗,叁叔的春天,辽宁,梦中的小院生活,https://b23.tv/BV15u411j7AA,2023.07.10,1640695,94471,4213,1323,1435
服装设计师看原神新PV「致终幕的欢宴」的反应！,平圆方中Lebannen,上海,从服装视角感受新PV的用心程度,https://b23.tv/BV1Bj411U7Gw,2023.07.10,876108,78062,10155,6119,1682
"""B 站 最 强 阵 容""",天气温云,四川,集08年至23年的经典鬼畜之大作！,https://b23.tv/BV1PV4y1177z,2023.07.03,9157229,1162826,376104,353487,50535
《原神》序曲PV——「致终幕的欢宴」,原神,上海,“既已登台，那便享受一切，直至一切落幕。”,https://b23.tv/BV1ss4y1k7CD,2023.07.03,15185084,858315,204597,417371,377546
做一把不一样的爪子刀（完整版）,玉雕韩,河北,好活当赏！UP主复刻玛瑙版爪子刀,https://b23.tv/BV1WV411M766,2023.07.03,4661146,311245,22634,93565,2635
越来越少见的纸币，我们能拍出上面的风景吗？,影视飓风,浙江,寻找人民币上的风景，探寻人民币背后的故事,https://b23.tv/BV1X14y1d7yN,2023.07.03,4663797,356447,67361,79817,4780
"哇, 我不要看这个呀！2023年4月新番完结吐槽大总结！【泛式】",泛式,上海,听说这回没看过原片也能看懂？,https://b23.tv/BV1uM4y1E7V6,2023.07.03,5106070,377365,75945,236912,29424
⚡️三 摇 分 身⚡️ Roly Poly！ 【咬人猫】,=咬人猫=,四川,甘雨x八重神子x雷电将军三厨狂喜，右下角原石好细节！,https://b23.tv/BV1Ls4y1F7yZ,2023.07.03,4503523,287007,132686,92399,19017
盘点中国史上最有影响力的十款网游！,智能路障,湖北,中国网游发展史一览,https://b23.tv/BV1Yh411A7wj,2023.07.03,3030474,110555,34381,35274,29670
编故事大王（2）,高斯Goh,上海,脑洞大赛开启,https://b23.tv/BV1F14y1o72t,2023.07.03,9505350,353314,116903,117979,5319
这个盲盒，我愿称之为最强！,他叫阿园,浙江,把整个河南都放进去的盲盒长什么样？,https://b23.tv/BV1q14y1d7qe,2023.07.03,7817294,742066,144173,46699,55229
给贵州山村足球队办毕业礼，没想到全场失控…,盗月社食遇记,上海,毕业是一场盛大的告别仪式,https://b23.tv/BV1Yj411S7ks,2023.07.03,2899669,232631,54110,229053,8029
《崩坏3》过场动画——「你我」,崩坏3第一偶像爱酱,上海,“你找到我了，希儿。”,https://b23.tv/BV1UF411R7sY,2023.07.03,3488797,258716,101272,172000,55422
从1918到冬季战争，芬兰与苏联的二十年恩怨。曼纳海姆（下）【历史调研室40】,历史调研室,西藏,从一个人身上看出芬兰与苏联的二十年恩怨,https://b23.tv/BV1914y1d7DD,2023.07.03,3085952,200074,64065,226450,17040
珍惜舞台！加油！！,李炮炮儿,辽宁,传下去！李炮儿要出道了,https://b23.tv/BV1au411b78Y,2023.07.03,3652953,416639,14239,35982,3851
看剧也是一门学问，看剧是没有捷径的同学们！,papi酱,北京,编剧系上课实况,https://b23.tv/BV1SV411M7Ji,2023.07.03,3540219,348233,15615,40581,18310
为 母 则 不 锈 钢,知了解压萌物,河南,动物界的母爱也一样伟大,https://b23.tv/BV1yV4y1a7Q1,2023.07.03,6117395,572051,69542,71888,21565
都什么年代，谁还守护传统花果山？！！,马刀刻森,江苏,马刀版西游最新力作,https://b23.tv/BV1cP411i7a9,2023.07.03,9195097,487275,139238,130468,11294
钻石和救人好难选啊,饼人b,山西,《 空 间 法 术 》,https://b23.tv/BV1fu411L7FW,2023.07.03,5246239,524693,145600,98462,3256
每个年代都有专属的潮人风向！今天来演绎一下80年代到现在的潮流穿搭！你最喜欢哪一个？,李如儒也是李蠕蠕,广东,时尚是一个轮回！,https://b23.tv/BV1D14y1d7Yj,2023.07.03,6952020,796883,69916,52800,4757
你吃东西慢得慌？我把你东西吃光光！,狂风桑,四川,省流：不像配的,https://b23.tv/BV1Qm4y1J7Ez,2023.07.03,5629165,319652,59091,25437,45572
原来这些都是真的！,粤知一二,广东,所以四川真的有高温假？,https://b23.tv/BV1gV4y1a76o,2023.07.03,10572550,640315,81297,13886,6769
【明日方舟】泰拉大地的起源，群星与前文明。,杨颜同学,上海,“我们眼中的星星，亦是星星眼中的我们。”,https://b23.tv/BV13s4y167hB,2023.07.03,1054898,147807,86378,166497,18244
恐怖版星露谷？不要被这表面的温馨欺骗！种田也要小心点！,与山0v0,浙江,在恐怖游戏里种田是什么体验？,https://b23.tv/BV1M14y1o7Rv,2023.07.03,2784862,197408,34448,37687,5248
假如用“张韶涵”的味道唱《稻香》？,咻咻满,福建,唱腔真的拿捏到位了,https://b23.tv/BV1kh4y177q1,2023.07.03,4705152,318770,51255,71055,32700
外卖小哥以为我家被封了？！其实是…哈利波特主题大门玄关！,柴总在忙,广东,超治愈手工过程！,https://b23.tv/BV1bs4y1r7AU,2023.07.03,8469194,397251,55707,9943,15627
《尘白禁区》7月20日公测：以枪为誓，击穿禁区雪雾！,尘白禁区,四川,“分析员，准备好一起作战吧！”,https://b23.tv/BV1yF411R7wv,2023.07.03,4176986,80432,6233,4910,9352
这是一个自投罗网的陷阱！,幕川北,广东,遇到千层陷阱怎么办？,https://b23.tv/BV1XX4y1v7Ct,2023.07.03,6477614,379267,41991,16828,4982
回村第4年，我给全村的老人发钱啦！,建康啊,四川,向三农人致敬,https://b23.tv/BV1fP411e7gH,2023.07.03,1022571,94945,6668,55353,2584
【行者】你们心心念念的行者它来了！再次体会一下来自行者的魅力吧！,909-章老师,浙江,原来弹古筝真的是体力活！,https://b23.tv/BV19h4y177Xf,2023.07.03,4112093,695632,116566,63595,21526
从原始社会到现代文明的进化,向前农场日记,四川,这就是传说中的世外桃源吗？,https://b23.tv/BV1cu41187sS,2023.07.03,3429991,300568,30291,26058,8200
今天给奶奶把玉米全部卖完可把她高兴坏了,非非二般,贵州,论如何让奶奶无活可干,https://b23.tv/BV1Ys4y1k7AS,2023.07.03,1958832,164258,4910,5558,753
【第三次世界大战】第三集完整版！展示现代战争的多种打法，几十款国产武器同时亮相,家有神兽,四川,好震撼！,https://b23.tv/BV1gX4y1v7ud,2023.07.03,6542156,351672,192161,297802,34134
【轰】如何让老板不经意间看到这个视频！！,米尼麦泥轰,福建,这种神仙老板是真实存在的吗？,https://b23.tv/BV1BP411i7B8,2023.07.03,5810467,363876,159967,18722,1425
什么？居然被你猜到了？！,薪儿姐师尊,重庆,很超前的艺术形式,https://b23.tv/BV12a4y1c7Lg,2023.07.03,4813760,508336,32919,42580,33442
Beta在用什么香水？Beta的“信息素”推荐,知名相声演员BBBBB大王,韩国,相声版小众香水推荐,https://b23.tv/BV11k4y1N7np,2023.07.03,1849469,130840,47775,22055,8343
【逆水寒x钟汉良】宏大武侠开放世界今日启程，所有江湖偶遇都是《宿命相逢》！,网易逆水寒,广东,所有的相遇都是宿命,https://b23.tv/BV1zz4y1J7nA,2023.07.03,1886160,63818,13257,4856,14920
【36氪】人人都嘲笑马斯克的改造地球计划，我看完居然觉得靠谱？,36氪,北京,十万亿就能改造地球？,https://b23.tv/BV1Hg4y1N7iU,2023.07.03,1367646,71486,17331,14296,4973
用两个爷的手办，还原成龙历险记【定格动画】,利利那TD25,天津,用手办竟然能还原成龙历险记？！,https://b23.tv/BV1RX4y1p7QD,2023.07.03,1659883,296567,55054,46317,14427
拳打管理层，脚踢商业界的也只有胖东来！,曹小灵比比叨,浙江,胖东来的好口碑从何而来？,https://b23.tv/BV1aj411U7ZE,2023.07.03,1536289,98030,15432,20356,8018
动漫40年，那些女性角色的千层魅力,朵朵花林,浙江,还原那些难忘的动漫女性角色,https://b23.tv/BV11N411U7LX,2023.07.03,1601556,172436,22829,22773,2247
火柴人 VS 数学(Math),火柴人AlanBecker,北京,火柴人带你无痛学数学,https://b23.tv/BV1ph4y1g75E,2023.06.26,29100900,2158094,1605769,1693431,573835
周深 X 美依礼芽 《secret base ～君がくれたもの～》（未闻花名ED）,哔哩哔哩弹幕网,上海,次元壁破了！周深X小美！圆梦舞台，再来亿遍！,https://b23.tv/BV1zN411D7JV,2023.06.26,9481085,653194,220742,309857,84650
“我们那黄金般但又一文不值的青春”,海岛の墓碑,江苏,人不能同时拥有青春和对青春的感受,https://b23.tv/BV1UW4y1S71Y,2023.06.26,25594463,1850331,691699,412190,73245
“我，（        ），打钱！”,万灵缝合厂,广东,cheems版秦史！横扫六国，做回自己,https://b23.tv/BV1Kz4y1n7af,2023.06.26,32171522,2411741,1046787,1459903,335624
仙侠剧都不敢这么拍！韩立，时代变了！,神奇的老皮,江苏,这特效质量可以收拾收拾拍电视剧了！,https://b23.tv/BV11g4y1K79a,2023.06.26,8019436,594243,95531,184632,80722
985大学《狂飙》,吃瓜群众吴导,黑龙江,拍得真有内味了！,https://b23.tv/BV1Zc411M7Cw,2023.06.26,6224497,424469,77506,157373,79388
谁  是  玩  具  ?,老番茄,上海,爆笑四子在线玩游戏,https://b23.tv/BV12M4y1E7VV,2023.06.26,8726251,563841,143609,260663,28565
【唐诗逸新舞】国家队仙女下凡蛊惑人心！谁敢相信，这是同一个人跳的舞！,网易逆水寒,广东,妈妈我好像看到了仙女在跳舞,https://b23.tv/BV1Dh411K7Kq,2023.06.26,5316926,313465,109864,89862,49850
编故事大王,高斯Goh,上海,一起编故事,https://b23.tv/BV1dM4y1n7j4,2023.06.26,9401884,419994,120163,136989,7401
GARNiDELiA 《桃源恋歌》,GARNiDELiA,上海,重现那些年的“万恶之源”,https://b23.tv/BV16h411P7uf,2023.06.26,3355543,224786,47052,67485,9969
瘦小的妹子累得满头大汗，花11天挑战非遗美食！,绵羊料理,上海,绵羊挑战非遗麻糖,https://b23.tv/BV1qk4y1T75C,2023.06.26,7887935,745463,129659,447650,6942
《崩坏：星穹铁道》罗刹角色PV——「行者明誓」,崩坏星穹铁道,上海,凡失去的，必将归来。 凡夺取的，必将偿还。,https://b23.tv/BV1PV4y1y77C,2023.06.26,4743065,323532,55989,92562,65420
奶爆新番！七月最值得期待的10部动画！最后一个我真选不出来了！【泛式】,泛式,上海,暑假来了！新番追起来！,https://b23.tv/BV1sa4y1A7mg,2023.06.26,3488415,258214,55784,80198,42499
学会这个隐藏功能帮你省下拖车费,聪哥说车,北京,车主超实用小知识,https://b23.tv/BV1e14y12737,2023.06.26,7832083,531687,207904,23469,22329
周深  《生活总该迎着光亮》,卡布叻_周深,上海,在治愈的歌声中，一起拥抱光亮~,https://b23.tv/BV1WF411d7TP,2023.06.26,2650516,114754,32637,61316,7448
思维驰（Switch）学习机，助力孩子快乐成长,橙红Iris,重庆,这么好用的学习机还有谁不知道（doge,https://b23.tv/BV1kV4y1y7Uq,2023.06.26,4509115,375758,146846,110953,182570
《原神》3.8版本PV：「清夏！乐园？大秘境！」,原神,上海,欢迎来到『琉形蜃境』,https://b23.tv/BV1ju41187cv,2023.06.26,12122270,189029,23784,38021,17659
我要玩十年前的游戏王！【水无月菌】,水无月菌,上海,隔着屏幕都能感受到那股朴素的快乐,https://b23.tv/BV1UN411r7cF,2023.06.26,3247152,193926,34208,102270,15569
【明日方舟×中国航天神舟传媒】“宿于繁星”限时活动宣传PV,明日方舟,上海,触及星辰终于变得不再是纯粹的梦想！,https://b23.tv/BV1eX4y1i7k9,2023.06.26,2203676,249745,38049,96268,46610
假如用“邓紫棋”的味道唱《修炼爱情》？,咻咻满,福建,这个唱腔还真的有内味了,https://b23.tv/BV1M14y1m7iW,2023.06.26,6355560,504156,90759,114504,39544
17岁，事高中生，咆哮唱出《冬の花》（大喜）,慎啸,湖北,表情管理负分（doge,https://b23.tv/BV1kk4y1M77Z,2023.06.26,1300646,127892,24455,31331,13459
今天接触的都是不敢接触的！,派小轩,北京,看段子学职场冷知识,https://b23.tv/BV14N411r7fj,2023.06.26,5151276,320729,11437,7099,3630
本来以为是温馨的种田游戏，没想到竟然是阴间版的星露谷物语！,木歌总攻大人,四川,《谁都不能阻止我种菜》,https://b23.tv/BV1Du41187Te,2023.06.26,3246709,185977,50845,37249,8556
【孙燕姿 x 新石器时代】公测宣传片治愈上线，与孙燕姿遇见最初的自己！,新石器时代,广东,这是什么梦幻联动！,https://b23.tv/BV1gV4y1y74N,2023.06.26,2664649,13002,1133,1118,1073
"YOASOBI「アイドル」(Idol) from 『YOASOBI ARENA TOUR 2023 ""電光石火""』2023.6.4@さいたまスーパーアリーナ",Ayase-YOASOBI,日本,好稳好燃的现场！,https://b23.tv/BV1ym4y1a7G3,2023.06.26,5468752,676530,250950,254101,69660
200元随机吃广西小炒，老板一口气上7个菜，太实惠了！,盗月社食遇记,上海,人如果离开中餐该怎么活呀,https://b23.tv/BV1bs4y1F7CX,2023.06.26,2811949,173762,14517,60848,9234
群英荟萃？萝卜开会！宫廷名菜到底什么味儿？《编辑部的故事》P4,木鱼水心,北京,如何把萝卜做成吃不起的样子？,https://b23.tv/BV16m4y1a7vm,2023.06.26,2937320,230957,25966,99492,2569
假如高考不考主科，第二弹！,何大爷课堂,广东,还得是别人的专业课有意思,https://b23.tv/BV1EF411d7G1,2023.06.26,4398307,533908,71332,37663,11267
【黄霄雲新歌】血河横扫千军，高音直接天灵盖起飞，好听到哭！,黄霄雲,江苏,如听仙乐,https://b23.tv/BV1Bg4y1P7MH,2023.06.26,1791728,81700,27788,13205,11563
英国如何给非洲人民送福利？【神奇组织08】,小约翰可汗,江苏,今天来说——坦噶尼喀花生计划,https://b23.tv/BV1uk4y1u7aY,2023.06.26,6618916,308611,44345,138448,8499
全球顶级网红撒盐哥餐厅！一顿饭竟花了接近￥5000！,中国BOY超级大猩猩,上海,省流：四千多一顿至尊豪华重盐套餐,https://b23.tv/BV1fW4y1f7Eu,2023.06.26,6005898,360204,54201,144778,4981
【萨顶顶新歌】《问灵》吟唱高音直击灵魂！双声线跨越多音域！天籁吟诵震碎耳膜！,萨顶顶,北京,萨顶顶发新歌了！唱翻我天灵盖,https://b23.tv/BV1Ku411h7fE,2023.06.26,1478083,66226,20171,7513,8898
旧手机不要扔，还能做这些事……,极客湾Geekerwan,上海,教你把旧手机改成拥有电脑性能的监视器,https://b23.tv/BV15u41187Us,2023.06.26,2006261,103482,100288,39080,5567
【赵文卓】一！个！能！打！的！都！没！有！,网易逆水寒,广东,出来行走江湖，没点真功夫怎么行？,https://b23.tv/BV1Gz4y1p7vY,2023.06.26,1765561,81810,15811,10945,9484
十几块管饱的东北自助盒饭？！德国小伙连炫两碗饭！,阿福Thomas,上海,外国小伙探店东北盒饭店,https://b23.tv/BV1tV411u7iU,2023.06.26,2565616,87045,14087,13141,10030
YA|在楼道硬是给自己唱出一身鸡皮疙瘩…好难唱的甄嬛传安陵容出道曲《金缕衣》！,胥子含是丫小丫瞪你,上海,自带混响的音色！楼梯间清唱氛围拉满,https://b23.tv/BV1nX4y1t7yr,2023.06.26,690920,88021,8920,3731,1211
回农村改造院子的日子,97张院长,山东,辞职回家改造婚房是什么体验,https://b23.tv/BV1uV4y1y7Vc,2023.06.26,2124701,116958,8042,2032,508
你不要担心 酒馆弹唱,大民Ge,山东,酒馆男声弹唱！一开口直接陷入回忆,https://b23.tv/BV17N411D7Ri,2023.06.26,1988954,160604,25730,19655,6938
英国音乐人第一次听孙燕姿，被歌词感动到落泪！,JoeCreator,广东,音乐没有国界，旋律的共振能打动所有人,https://b23.tv/BV1kV4y1h7Jx,2023.06.26,3441344,188575,25294,75625,8926
和世界上最著名的歌手做邻居是什么感觉？,夏波波Brian,美国,去洛杉矶豪宅一探究竟,https://b23.tv/BV1dh4y1u7PS,2023.06.26,2281670,84743,9303,9543,2788
你掉的是这个银狼？还是这个金狼？,河野华,四川,还原度好高！翠翠好美,https://b23.tv/BV1Gc411u7XL,2023.06.26,4773689,652721,105803,90130,13100
带你去看曾经最极致的浪漫，千年绝技—打铁花,江寻千,广东,超震撼非遗技术再现！一起来看散满整个天空的打铁花！,https://b23.tv/BV1Wk4y1H7gZ,2023.06.19,26342915,2791023,1119300,1730491,192387
猫 和 老 鼠 2.0,奶糕成精档案社,上海,现实版《猫和老鼠》，真猫、真老鼠！,https://b23.tv/BV1yP411i79g,2023.06.19,9111540,1190855,224513,345294,86268
快看！是又飒开口又奶乎乎的银狼呀！,徐大花xudahua,广东,超还原粘土版星铁银狼,https://b23.tv/BV1zh411T7VP,2023.06.19,9753430,1142814,260098,150636,28590
奔跑吧…少年,梁夏的旅行呀,四川,奔跑吧！骄傲的少年,https://b23.tv/BV19g4y1N7Ui,2023.06.19,4235829,599837,47347,567519,4251
经费炸裂，你从未见过的国风鬼畜,哦呼w,上海,中国风与电音的完美结合，超高技术力的手书鬼畜。,https://b23.tv/BV1nm4y1e7TC,2023.06.19,4756559,582672,207974,228497,13706
挑战「坐公交」从北京到上海，路费令人泪目！？,庄子HD,陕西,从北京去上海，不需要坐飞机，不需要坐高铁，只需要公交车,https://b23.tv/BV1kh411K77k,2023.06.19,11372953,678556,140899,360934,44709
林俊杰金曲串烧带来万人共鸣｜永远22！bilibili毕业歌会,哔哩哔哩毕业歌会,上海,JJ的歌就是青春啊,https://b23.tv/BV1Th4y137r4,2023.06.19,5005487,138487,8693,78887,48098
【考试】“我这种精神状态阁下如何应对?”,司墨尧smile,天津,当代应试者精神状态,https://b23.tv/BV1nV4y117oh,2023.06.19,13300981,589369,586510,97390,46193
水陆古法养鱼池塘缸，保姆级教程,无穷小亮的科普日常,北京,教你不用电、不用插线的池塘缸养鱼古法,https://b23.tv/BV1Bg4y1K7yC,2023.06.19,3497017,363155,159495,73854,57126
我反反复复！我梅开二度！,狂风桑,四川,爆笑动物配音二创,https://b23.tv/BV1gk4y1H7fv,2023.06.19,26050800,1934026,658719,250387,222275
小狗沉浸式SPA！,是曼玉不是鳗鱼,云南,超级乖！小狗过得比我精致系列,https://b23.tv/BV1UV4y117Us,2023.06.19,7944577,978532,176516,41790,99161
二战中最神奇的战俘营是哪个？【神奇组织07】,小约翰可汗,江苏,守住了人性底线的战俘营,https://b23.tv/BV1wh4y137te,2023.06.19,7367751,422360,101111,229227,25940
【医学博士】发生关系前，如何判断对方有无性病？| 发生关系后，多久可以排除自己得了性病？,兔叭咯,上海,学习如何排查和预防性病,https://b23.tv/BV15g4y1K7dX,2023.06.19,4988698,345932,89632,93109,46819
赢一把就睡,高斯Goh,上海,所以今晚能不能睡,https://b23.tv/BV1Bk4y1M78K,2023.06.19,9576366,342432,110302,100738,4715
这个炒菜机器人真的好用吗？,小马哥测评,天津,炒菜机器人到底是不是智商税？,https://b23.tv/BV1ao4y1P7hn,2023.06.19,6176579,645793,25995,86787,6480
用这条鱼堵住周淑怡的嘴！！,王师傅和小毛毛,上海,周姐来做客！这期不玩尬的,https://b23.tv/BV1qh411T7j6,2023.06.19,3090536,338880,28298,175008,7255
当我和我爸成了同事，我爸：“累了…”,盗月社食遇记,上海,树梢和老爸一起回武汉过早啦,https://b23.tv/BV1bM4y1n7Fk,2023.06.19,4292655,317276,33177,147255,8677
崽儿，你成功激怒了我！,薪儿姐师尊,重庆,印度神剧大还原,https://b23.tv/BV1Na4y1A7j8,2023.06.19,5360736,684630,66660,109892,42556
《中国奇谭》特别篇 ｜《JOY与小猪妖》来了！结局神反转，讲述两个伙伴的夏日旅途，陪伴是最长情的告白。,京东,北京,这个夏天也看到了小猪妖！,https://b23.tv/BV1aX4y147FY,2023.06.19,3305083,52456,5545,7272,4065
《原神》风物集短片-璃月篇,原神,上海,依山傍海的璃月真美啊,https://b23.tv/BV12a4y1w77i,2023.06.19,1877860,235083,51709,91407,19799
【中气爱】厄尔尼诺就要来了，2023年是最热一年吗？,中气爱,江苏,今年夏天是否会出现极端高温天气？看中气爱为你分析！,https://b23.tv/BV1yz4y1v7PG,2023.06.19,2083078,104818,10929,13807,21279
游戏史上最有名的乐器，你没见过但肯定听过！,泓仙耀,辽宁,长得还真的有点像老鼠夹（doge,https://b23.tv/BV1ZP411i7G8,2023.06.19,7824318,561472,97505,22668,15145
bobo最洋气｜仿妆合集（第十三期）,bobo最洋气,重庆,是怎么做到仿谁像谁的？真的仿出了精髓,https://b23.tv/BV18a4y1w7Ub,2023.06.19,6948545,810243,78192,105617,35980
我的朋友，是个话痨。,papi酱,北京,我们都有这么一个话唠朋友,https://b23.tv/BV1Am4y1e78z,2023.06.19,3095628,267743,12114,16773,32938
超越时代的神作！中国第一部电视喜剧！《编辑部的故事》P1,木鱼水心,北京,致敬那个无数人怀念的纯真年代,https://b23.tv/BV1BX4y147Ab,2023.06.19,5174867,357532,77266,221095,15887
《赛尔计划》主题曲：「黄金之心」,赛尔计划,上海,童年的记忆回来了！,https://b23.tv/BV1rX4y1t76B,2023.06.19,2276470,43038,15486,18644,3144
三千场狗头vs古月人马，键盘上撒把米都能赢？ #真金白银vs最强王者,上单老祖,湖北,狗头vs人马的超精彩对决,https://b23.tv/BV1fm4y1Y75i,2023.06.19,2790955,167293,6818,22899,5558
时隔八年再次体验高考,某幻君,上海,某幻挑战文综！老番茄挑战理综！,https://b23.tv/BV1Tk4y1u7LR,2023.06.19,3460402,296810,54508,97980,10563
「在海的指尖」——希儿「死生之律者」角色预告,崩坏3第一偶像爱酱,上海,“海中的魂灵，请聆听生命的旋律！”,https://b23.tv/BV1c14y1D7om,2023.06.19,2084869,161033,31244,53228,57414
时隔4年回母校南开，这次再也不社恐了,-欣小萌-,浙江,“窝窝头一块钱四个”已经是四年前了！,https://b23.tv/BV1Yc411M7cb,2023.06.19,3944334,122076,11805,23441,3226
如果我拼出了哥哥的马赛克，阁下又当如何应对？,魔方达人夏天,湖北,全套炫彩皮肤,https://b23.tv/BV1Vk4y1M7nq,2023.06.19,5141881,544590,46221,97197,20433
一个镜头拍上百遍？揭露Coser生存现状丨行业众生相2,-LKs-,北京,对话业余coser和专业coser,https://b23.tv/BV1ZN411k7t3,2023.06.19,4364146,277088,55491,47936,12022
我请了国外超火的REMIX DJ送凤凰传奇成立25周年的礼物,不是柯桑德,广东,国外DJ改编凤凰传奇名曲,https://b23.tv/BV1vh4y1u7Qq,2023.06.19,2367218,246122,44722,152500,7667
你们呢？想要什么？,真子日记,广东,在平凡中寻找幸福,https://b23.tv/BV1Ws4y1C7di,2023.06.19,1730033,192369,20346,75188,4633
真人卡牌特效 大乱斗！,神奇的老皮,江苏,成 分 复 杂,https://b23.tv/BV14u411a7Sv,2023.06.19,3997548,333986,63331,83412,38165
我爸80岁都不想退休的原因！治愈生灵的同时也治愈自己,龙腾虎跃龙兽医,黑龙江,兽医工作的意义是救助万物,https://b23.tv/BV1as4y1C7dJ,2023.06.19,4334118,416948,18394,55810,3249
你 是 真 不 知 道 我 大 哥 是 谁 啊 ？,星有野,广东,鸡哥为何如此生猛？,https://b23.tv/BV1uc411u72W,2023.06.19,8315326,435271,54849,38690,9014
建议：国产电影取消“喜剧”分类【国片观察室】,毒舌电影,广东,要“一笑到底”，不要“笑中带泪”,https://b23.tv/BV17z4y1v7tY,2023.06.19,6433243,217163,39651,62976,6605
Only UP  23分40 暂时的世界第一~新版全贪,木头乘以6,江西,《开启全贪时代》,https://b23.tv/BV1VP411q7ay,2023.06.19,1259782,71205,8668,49479,2148
8424，谜一样的西瓜,上海市民生活指南,福建,这个瓜到底多好吃？,https://b23.tv/BV15u41187N1,2023.06.19,1135097,17847,3019,1642,3721
这还能是...植物大战僵尸！？【3】！？戴夫的老年生活！,M木糖M,四川,新游戏《戴夫大战僵尸》！？,https://b23.tv/BV1Wu411Y7H1,2023.06.12,11130626,639939,209060,135663,20391
时隔2年的动物派对！,花少北丶,上海,爷青回！梦幻阵容的动物派对回归！,https://b23.tv/BV1KV4y1S7xh,2023.06.12,6519249,498394,144419,287881,29683
花20天烤一块肉 味道能有多离谱？,阿彭彭阿,上海,耗时三个星期只为做一道牛肉大餐,https://b23.tv/BV1Mc411g71J,2023.06.12,10787160,677513,66218,190826,12450
坚持不懈的青春万岁！加油奥利给哈哈哈哈哈,朝阳冬泳怪鸽,辽宁,青春不败！一起加油奥里给！,https://b23.tv/BV1Ts4y1y7zL,2023.06.12,9989546,2364153,310118,1072458,51626
傻蛋,小潮院长,上海,小潮TEAM四人同玩蛋仔派对,https://b23.tv/BV1rh4y1G7uv,2023.06.12,18866902,489731,216479,160914,11320
账号已被盗,hanser,福建,很显然这是小天使真实的观看记录（doge,https://b23.tv/BV1Wh4y1G74h,2023.06.12,5657372,487047,102136,62514,15310
【生物】为啥久吃兔肉会饿死，是啊为啥呢？,万物深蓝,吉林,带你详解“兔饥荒”背后的原因,https://b23.tv/BV18u4y1o77a,2023.06.12,8437486,337633,77413,41748,16546
《白夜极光》丹棠PV「龙女镇海」,白夜极光,广东,质感拉满！棠门永存！,https://b23.tv/BV19h4y1g7NS,2023.06.12,1459776,29305,6716,7904,4996
千 万 别 在 夏 天 来 新 疆！,期末77,浙江,新疆太美啦,https://b23.tv/BV1814y1S7Kq,2023.06.12,3335274,218685,100032,110426,98456
EDG《ELOG》丨你好，新来的朋友！,EDG电子竞技俱乐部,上海,恭迎神来！,https://b23.tv/BV16c411u76M,2023.06.12,2530407,117598,7774,32265,14377
我用270万笔画了一副哈尔的移动城堡的同人图,厚芋泥在B站,广东,无限放大的魔力,https://b23.tv/BV1Rm4y1i7S7,2023.06.12,3483425,477391,50206,69725,10293
在全校师生面前跳迈克尔杰克逊？震惊校领导！,迈克尔杰克逊老猴,广东,一身校服，直接封神！,https://b23.tv/BV1g14y1S751,2023.06.12,6006002,892620,113040,105468,9364
【张靓颖新歌】高音透彻嗓音澄澈！《潮光》吟唱再现海豚音！,张靓颖,北京,这是美人鱼在吟唱吗？好好听,https://b23.tv/BV17z4y1i7KA,2023.06.12,4143626,147693,43773,45564,23131
如何骗美国总统参加活动？【硬核狠人53】,小约翰可汗,江苏,能骗过美国总统的诈骗艺术家有多高明？,https://b23.tv/BV1sc411g7gK,2023.06.12,5517386,336515,54468,158971,11618
